Frequence Fondamentale (Hz),Amplitude Maximale
2014.9406620861962,5321825.263044254
2019.9375390381012,5337715.176215374
2009.5440349781388,5341726.225024461
2010.743285446596,5354396.215180932
2015.5402873204248,5299054.489715408
2011.742660836977,5328705.106799108
2013.541536539663,5330663.133005885
2009.9437851342911,5407771.244418939
2015.3404122423487,5349491.692045719
2008.1449094316054,5435155.551662019
2005.5465334166147,5353003.546925017
2013.741411617739,5339785.1569636725
2014.3410368519676,5289023.133722079
2012.1424109931295,5377921.020520412
2015.740162398501,5288167.480775539
2014.5409119300439,5426994.197409238
2009.9437851342911,5325863.37188476
2009.5440349781388,5330823.508240998
2017.3391630231108,5390247.410987209
2011.742660836977,5352865.487340681
2011.9425359150532,5339853.811481507
2014.3410368519676,5352519.743358847
2005.9462835727672,5378978.083381549
2012.9419113054344,5330761.829141684
2009.5440349781388,5429322.969700611
2010.3435352904437,5287841.605281782
2013.741411617739,5341056.389128867
2018.3385384134917,5388464.118957215
2007.3454091193005,5288945.286135418
2014.1411617738916,5387114.166815431
2005.5465334166147,5346830.648255709
2016.1399125546534,5325881.532238262
2015.5402873204248,5330382.985077333
2009.743910056215,5321749.629017598
2014.7407870081202,5300169.531898511
2014.9406620861962,5261279.857705379
2011.742660836977,5324607.161973215
2016.9394128669583,5307083.786721902
2007.3454091193005,5462883.4836791
2016.1399125546534,5386821.084366965
2009.3441599000626,5295422.69994914
2005.746408494691,5420904.701514111
2011.1430356027483,5406873.044122442
2016.3397876327297,5375066.997746622
2010.5434103685197,5313633.553039898
2012.3422860712058,5386122.395589867
2006.9456589631482,5400096.5350306
2021.7364147407873,5353859.59706209
2010.3435352904437,5288885.941525849
2007.9450343535293,5354079.299685614
2016.3397876327297,5345335.8648282895
2011.1430356027483,5300040.664003143
2011.542785758901,5362995.584136095
2008.1449094316054,5314654.749163921
2011.3429106808246,5348552.390216328
2012.1424109931295,5376840.412525647
2020.7370393504061,5351117.956796739
2015.5402873204248,5363085.445752826
2012.9419113054344,5344695.201919903
2011.742660836977,5306729.822482406
2009.743910056215,5347227.301229437
2016.539662710806,5413057.465563331
2018.3385384134917,5340493.3522402365
2004.5471580262338,5334082.479095695
2017.7389131792631,5325270.031509674
2016.539662710806,5304175.125564709
2012.1424109931295,5388765.095025859
2010.3435352904437,5285104.868289088
2018.9381636477203,5372238.713360075
2004.74703310431,5314185.65050371
2008.544659587758,5369929.321968777
2012.5421611492818,5330093.077388687
2016.7395377888822,5405227.454908599
2006.5459088069958,5367609.628669754
2016.1399125546534,5317273.960653431
2010.1436602123674,5337399.828887986
2012.3422860712058,5289509.559555947
2014.5409119300439,5355022.317742583
2016.539662710806,5296647.134423493
2014.9406620861962,5315267.5082746195
2004.5471580262338,5342944.883317719
2018.538413491568,5295985.393087621
2008.9444097439102,5377888.154670328
2003.747657713929,5283191.841745306
2012.1424109931295,5352881.597680108
2005.746408494691,5386734.87591434
2009.3441599000626,5292444.917546682
2009.1442848219865,5290245.887419542
2012.9419113054344,5368213.005432832
2016.539662710806,5385343.8201914355
2000.9494066208622,5301976.713591221
2009.3441599000626,5359513.448482948
2012.5421611492818,5260636.901047622
2012.9419113054344,5299246.260327956
2015.5402873204248,5352267.543687357
2009.9437851342911,5306374.224694525
2019.7376639600252,5383870.653957352
2010.1436602123674,5426278.170355244
2011.742660836977,5350180.142974666
2015.9400374765773,5349488.34513066
2015.9400374765773,5364497.496017299
2017.9387882573394,5430996.219823934
2017.9387882573394,5387940.628205727
2008.544659587758,5387673.750172752
2006.3460337289196,5347791.102366241
2010.3435352904437,5277019.767186419
2010.3435352904437,5367420.520290278
2007.745159275453,5370210.443009076
2006.9456589631482,5250529.488735868
2017.1392879450345,5386276.927045678
2012.9419113054344,5406908.394497945
2020.1374141161775,5325282.640409042
2018.3385384134917,5351157.751698212
2017.5390381011869,5329965.771229619
2015.740162398501,5332762.666795693
2016.1399125546534,5376623.3642765535
2010.743285446596,5329392.578583622
2010.1436602123674,5368359.2761742575
2014.1411617738916,5331937.170706736
2010.743285446596,5404017.8393657
2012.3422860712058,5342732.75237072
2016.3397876327297,5346472.312362793
2018.9381636477203,5333069.009238265
2011.3429106808246,5375690.864039174
2006.5459088069958,5345639.227410273
2012.742036227358,5388332.052483501
2014.1411617738916,5250521.587383652
2012.9419113054344,5430365.076013932
2005.3466583385386,5328659.575489925
2009.3441599000626,5420122.065884573
2019.3379138038727,5425544.932141486
2008.544659587758,5361275.844041807
2014.3410368519676,5369537.797392504
2017.3391630231108,5300966.205059806
2014.3410368519676,5346378.102653424
2016.9394128669583,5367086.110852646
2012.9419113054344,5423411.686055609
2011.742660836977,5338343.930910713
2013.1417863835104,5350878.403246104
2014.9406620861962,5351592.444189442
2016.9394128669583,5373902.737333845
2004.74703310431,5322288.308541557
2024.534665833854,5293463.929266693
2021.536539662711,5305307.527246333
2009.3441599000626,5308781.559892971
2008.744534665834,5253366.73475409
2015.3404122423487,5377209.1486906065
2011.3429106808246,5371427.3054218255
2001.3491567770145,5384977.284376978
2017.5390381011869,5375307.867191324
2022.9356652092445,5260466.6834609
2005.9462835727672,5339426.622330188
2015.740162398501,5331610.455992639
2008.3447845096816,5417272.015535094
2010.5434103685197,5381888.297604444
2019.9375390381012,5483320.859099054
2018.3385384134917,5380863.750977782
2010.9431605246723,5377193.690226144
2010.3435352904437,5279333.124323206
2009.743910056215,5295844.566962115
2018.9381636477203,5352552.835256785
2013.3416614615867,5242096.135532791
2018.538413491568,5336907.989401791
2017.7389131792631,5384661.015039448
2011.542785758901,5280273.707887236
2018.3385384134917,5376542.119327407
2015.9400374765773,5489184.773825382
2012.3422860712058,5317430.215885214
2017.3391630231108,5351053.011053085
2010.1436602123674,5384515.609857055
2006.5459088069958,5397552.79061652
2012.9419113054344,5358192.1339182705
2011.1430356027483,5332602.470831111
2016.539662710806,5359091.203037336
2015.740162398501,5350102.89096477
2014.1411617738916,5330537.671124966
2020.1374141161775,5348491.494522435
2016.7395377888822,5272320.926739821
2018.9381636477203,5402621.48476611
2008.544659587758,5337271.823827515
2018.1386633354155,5381509.598630816
2017.9387882573394,5341369.394987739
2015.3404122423487,5421493.277156767
2017.5390381011869,5301151.045052482
2009.5440349781388,5278144.888506295
2010.743285446596,5375983.008398889
2009.5440349781388,5258892.0134155955
2018.538413491568,5356848.020112125
2014.3410368519676,5299602.867814558
2000.5496564647096,5332179.325978437
2013.1417863835104,5329982.698803319
2020.7370393504061,5334921.779615535
2011.9425359150532,5342073.435858366
2023.3354153653968,5347594.048728247
2022.9356652092445,5396788.281603397
2009.5440349781388,5297623.0730478605
2002.748282323548,5389385.307781323
2020.1374141161775,5346636.903189313
2015.1405371642725,5434822.509842473
2021.1367895065587,5353875.284648149
2009.9437851342911,5423263.856433557
2021.536539662711,5386839.911093108
2003.5477826358529,5307238.936615188
2017.3391630231108,5416759.982191948
2009.5440349781388,5335297.091189925
2017.7389131792631,5368124.486508151
2008.9444097439102,5373011.562434979
2011.1430356027483,5371008.10696072
2021.9362898188633,5366864.530029
2010.743285446596,5418011.431951834
2018.9381636477203,5251927.19171112
2020.7370393504061,5391558.728937035
2013.741411617739,5381218.394683264
2012.742036227358,5459035.948957663
2014.9406620861962,5460814.463618556
2008.544659587758,5342417.185374909
2012.5421611492818,5330767.038122336
2015.1405371642725,5374598.979387933
2007.9450343535293,5334416.716593805
2019.537788881949,5362165.989324299
2013.741411617739,5322002.586751843
2013.3416614615867,5337846.180003305
2015.9400374765773,5356927.455552961
2012.9419113054344,5395058.321557648
2017.1392879450345,5354646.820122215
2014.5409119300439,5368581.693045916
2013.741411617739,5313233.82820578
2014.7407870081202,5418489.484628178
2008.9444097439102,5324584.820863847
2013.9412866958153,5321861.576055301
2008.3447845096816,5264209.566509479
2012.9419113054344,5469758.737152807
2015.740162398501,5296717.067934105
2009.743910056215,5338697.612992021
2015.9400374765773,5405601.245691727
2011.1430356027483,5340892.570964536
2018.538413491568,5370172.71486106
2012.1424109931295,5311950.700170597
2001.7489069331668,5395426.462397602
2012.5421611492818,5330539.999695118
2013.3416614615867,5354837.331450169
2012.3422860712058,5336008.445964073
2011.742660836977,5448784.957826046
2016.7395377888822,5293284.193551342
2017.5390381011869,5363667.389766949
2009.5440349781388,5389223.153085578
2013.1417863835104,5289791.846932133
2012.3422860712058,5343888.396656187
2011.742660836977,5317824.13442935
2013.9412866958153,5377599.497334771
2013.541536539663,5334092.380134796
2010.1436602123674,5369076.032247697
2018.738288569644,5374923.024228972
2022.7357901311682,5365400.374619913
2011.542785758901,5281702.23245244
2016.3397876327297,5329936.618691698
2011.542785758901,5312837.8126445245
2021.536539662711,5258972.900952532
2016.539662710806,5346705.937115216
2017.5390381011869,5469321.713061272
2003.5477826358529,5364385.124319246
2015.9400374765773,5438954.235277017
2015.3404122423487,5383009.336689683
2014.5409119300439,5368913.934298621
2016.3397876327297,5337382.169872211
2009.5440349781388,5326085.897867001
2011.742660836977,5302764.558821034
2008.544659587758,5291078.842651393
2013.3416614615867,5382283.550489219
2011.9425359150532,5353622.847116778
2009.5440349781388,5391018.302844352
2011.542785758901,5374508.211363953
2016.7395377888822,5386606.786249837
2010.743285446596,5359233.212018947
2015.5402873204248,5357202.190533998
2012.9419113054344,5338427.843339843
2009.9437851342911,5383226.4351929035
2015.1405371642725,5377068.898403609
2017.5390381011869,5364455.167655932
2018.9381636477203,5264772.726625996
2013.3416614615867,5351129.104686169
2009.5440349781388,5387182.520551964
2011.1430356027483,5306400.002437405
2015.1405371642725,5316044.2173690945
2021.7364147407873,5407758.853787866
2014.7407870081202,5347288.248321253
2013.741411617739,5361574.200873415
2009.743910056215,5436331.726745031
2011.542785758901,5371385.269607593
2014.3410368519676,5348732.59591478
2009.3441599000626,5278790.989367068
2015.5402873204248,5412149.710926955
2010.9431605246723,5326992.708891524
2013.741411617739,5281722.784738586
2009.1442848219865,5305206.763144536
2014.3410368519676,5281897.649644586
2021.536539662711,5402314.485398773
2012.9419113054344,5312038.519673043
2010.3435352904437,5405161.363806496
2011.542785758901,5347328.8006879175
2013.741411617739,5299003.084496454
2014.5409119300439,5332188.79605598
2010.743285446596,5381720.483056219
2019.537788881949,5358153.354153747
2012.3422860712058,5331175.032351064
2004.946908182386,5352870.081310107
2007.3454091193005,5344302.20623059
2021.536539662711,5387177.999558729
2023.3354153653968,5316005.965981098
2003.3479075577766,5368286.985990432
2010.743285446596,5324983.976189732
2004.1474078700815,5329871.330791734
2017.1392879450345,5334674.310698597
2010.743285446596,5318549.206915665
2025.1342910680826,5379440.697925471
2013.741411617739,5320539.984976294
2013.1417863835104,5301107.075580036
2015.1405371642725,5385851.245097683
2017.9387882573394,5337236.922029001
2003.9475327920052,5367525.288662582
2014.9406620861962,5354390.615417367
1997.5515302935667,5356288.790138438
2011.1430356027483,5442040.090538439
2002.748282323548,5352716.1140702525
2010.743285446596,5320919.9183247
2013.1417863835104,5400066.3699549185
2015.5402873204248,5325913.982493211
2012.1424109931295,5373211.235660795
2012.3422860712058,5416254.992920435
2011.3429106808246,5403142.055879524
2012.5421611492818,5331540.1925585605
2017.7389131792631,5323831.645096043
2012.1424109931295,5239809.849487356
2017.1392879450345,5371309.00721265
2011.9425359150532,5404293.497077855
2009.9437851342911,5387901.462924925
2019.3379138038727,5330036.040216031
2013.3416614615867,5302805.643565375
2020.9369144284824,5355858.4247569945
2014.3410368519676,5362185.654058533
2009.5440349781388,5353446.870763161
2010.1436602123674,5383061.18430769
2016.1399125546534,5383952.866825
2013.741411617739,5276772.1396766
2011.9425359150532,5280121.936895212
2015.1405371642725,5289093.108964962
2008.744534665834,5382100.946223985
2014.3410368519676,5314254.666755961
2002.5484072454717,5318975.942310697
2016.539662710806,5332828.448083327
2015.9400374765773,5313093.903155861
2010.9431605246723,5406706.781983795
2004.74703310431,5469919.803670805
2014.1411617738916,5384519.0689695915
2011.542785758901,5453014.495289902
2015.5402873204248,5357054.903457854
2015.9400374765773,5397002.1403354155
2019.7376639600252,5353467.4127637325
2002.748282323548,5353303.888373239
2008.544659587758,5421051.260272407
2008.744534665834,5295949.468627644
2011.742660836977,5335348.794157705
2016.9394128669583,5382192.52101894
2014.1411617738916,5313263.645140365
2017.5390381011869,5363382.808966339
2014.7407870081202,5435725.040606637
2017.9387882573394,5366557.225940704
2011.9425359150532,5291135.258355508
2016.3397876327297,5279498.061938581
2011.9425359150532,5346151.79115947
2010.9431605246723,5346571.233122851
2009.3441599000626,5356856.2151985895
2007.5452841973768,5323268.501734064
2009.1442848219865,5316361.583677685
2012.9419113054344,5272385.630022775
2008.3447845096816,5277360.459004084
2010.1436602123674,5345516.746938153
2015.740162398501,5348874.569254701
2013.9412866958153,5389715.80239637
2013.9412866958153,5454776.545311514
2012.3422860712058,5300530.853601204
2015.5402873204248,5239305.352715538
2013.9412866958153,5394220.850907163
2016.3397876327297,5325988.924895528
2015.5402873204248,5422849.530855834
2010.1436602123674,5378733.747350576
2014.3410368519676,5419002.060869313
2022.7357901311682,5401058.439730125
2014.3410368519676,5360906.809399964
2012.5421611492818,5369040.500402367
2014.7407870081202,5280101.076390181
2013.3416614615867,5393602.991901876
2013.9412866958153,5264594.56194511
2019.1380387257966,5364726.616401324
2009.5440349781388,5354458.228584033
2017.1392879450345,5244407.686217569
2017.3391630231108,5353564.127556806
2008.1449094316054,5329864.260324093
2011.1430356027483,5402733.559189314
2011.742660836977,5395912.025001798
2016.3397876327297,5293952.14571821
2016.539662710806,5353830.84373698
2006.9456589631482,5335602.447430261
2017.1392879450345,5342915.802331708
2017.1392879450345,5322769.549345394
2007.745159275453,5353820.194465435
2014.5409119300439,5423550.364545939
2012.742036227358,5361496.78619112
2009.9437851342911,5327048.150219615
2008.9444097439102,5317789.694170438
2008.9444097439102,5365778.134797715
2014.3410368519676,5281376.649626549
2010.3435352904437,5322555.875786442
2013.9412866958153,5276891.102949628
2016.7395377888822,5264601.642342719
2015.5402873204248,5293372.494315912
2010.3435352904437,5376818.022225753
2010.743285446596,5352772.550573513
2007.5452841973768,5368540.018357794
2012.742036227358,5414226.010984929
2012.3422860712058,5357440.047215908
2010.743285446596,5266052.6194004165
2010.5434103685197,5358895.534425017
2012.9419113054344,5327431.402227989
2012.1424109931295,5359640.025378709
2015.1405371642725,5361862.063177579
2020.9369144284824,5315652.995098495
2013.9412866958153,5407887.205496824
2017.9387882573394,5398462.257549371
2020.9369144284824,5365423.583908075
2014.5409119300439,5328475.475548971
2003.5477826358529,5335219.545759466
2004.5471580262338,5339772.276425207
2016.7395377888822,5459743.76712426
2012.742036227358,5307281.9969989825
2011.542785758901,5482946.15358454
2015.9400374765773,5387659.6733545
