Frequence Fondamentale (Hz),Amplitude Maximale
2006.745783885072,5389488.544854254
2015.9400374765773,5363811.479850144
2012.1424109931295,5332852.244197053
2007.1455340412244,5352115.05071297
2015.5402873204248,5325780.906658003
2009.1442848219865,5364765.465988073
2015.740162398501,5361715.588147902
2014.1411617738916,5310938.7299559275
2008.3447845096816,5390138.215382702
2010.9431605246723,5364748.05466765
2016.1399125546534,5340129.659176084
2012.9419113054344,5379100.371659461
2015.5402873204248,5371312.899174276
2019.3379138038727,5365584.004944898
2014.7407870081202,5310115.043861859
2007.745159275453,5309282.820540482
2019.7376639600252,5355794.4070619615
2012.1424109931295,5331121.149742919
2016.539662710806,5348802.685983373
2010.5434103685197,5271945.951113367
2020.1374141161775,5371868.247630824
2013.741411617739,5346513.406840937
2019.9375390381012,5352467.546525164
2010.3435352904437,5397312.615572039
2009.743910056215,5325901.371727751
2011.742660836977,5363076.85607584
2010.9431605246723,5345175.232502672
2008.9444097439102,5341754.642237821
2019.537788881949,5333935.05983945
2014.9406620861962,5332494.318952228
2004.74703310431,5311027.143945711
2017.3391630231108,5352864.816226332
2012.9419113054344,5370641.376072912
2018.738288569644,5367796.783695584
2013.1417863835104,5367575.067489583
2015.5402873204248,5359782.732695056
2009.1442848219865,5343568.282269791
2005.9462835727672,5345101.966929406
2013.9412866958153,5349924.98551763
2016.3397876327297,5381648.905944997
2015.1405371642725,5368812.977467134
2012.3422860712058,5368324.300653943
2019.1380387257966,5366842.9361295225
2010.3435352904437,5331188.386441781
2006.9456589631482,5325146.426143497
2014.7407870081202,5387368.128080683
2020.7370393504061,5315063.729266704
2014.1411617738916,5326547.703432024
2015.3404122423487,5308282.048274802
2016.539662710806,5344757.072359764
2016.9394128669583,5386440.930750967
2022.9356652092445,5377213.8910591835
2018.9381636477203,5389150.437380908
2006.745783885072,5346044.758419932
2015.5402873204248,5351622.160119219
2007.1455340412244,5382178.342983932
2013.741411617739,5318073.876464608
2012.3422860712058,5362008.9509218475
2005.1467832604624,5326414.872169734
2012.5421611492818,5361899.142075214
2010.9431605246723,5376348.480575665
2020.3372891942538,5360258.949912474
2014.7407870081202,5331724.277956536
2010.1436602123674,5358374.864968836
2018.3385384134917,5317698.984174851
2017.1392879450345,5331882.251066104
2014.9406620861962,5292187.840641083
2015.740162398501,5358863.863982068
2007.5452841973768,5348621.492380142
2007.1455340412244,5366493.800606148
2020.5371642723298,5341754.210095561
2010.1436602123674,5314852.994951107
2012.9419113054344,5388353.53058015
2017.5390381011869,5323824.130544886
2005.3466583385386,5366241.466673116
2012.9419113054344,5254323.439891769
2004.5471580262338,5366838.464537091
2013.3416614615867,5320434.002653895
2013.1417863835104,5298296.709563978
2008.1449094316054,5364025.533053156
2014.5409119300439,5301967.335827273
2015.9400374765773,5326642.527166464
2014.3410368519676,5395865.338897802
2016.9394128669583,5337099.502071989
2015.9400374765773,5337361.088673957
2016.1399125546534,5372226.783554482
2014.7407870081202,5332727.481887034
2013.9412866958153,5392636.900574318
2004.5471580262338,5312600.398980542
2009.743910056215,5354604.3188400045
2010.5434103685197,5330643.6241715755
2007.1455340412244,5359959.23402923
2015.9400374765773,5309220.479825419
2011.9425359150532,5369821.169290742
2015.9400374765773,5330163.465283946
2004.74703310431,5344469.818860884
2025.5340412242351,5345170.472459426
2012.742036227358,5383013.783298482
2008.544659587758,5380241.735371703
2013.9412866958153,5331222.033170489
2009.1442848219865,5322687.442268158
2018.1386633354155,5365985.6683503175
2018.9381636477203,5377602.52118679
2015.3404122423487,5337824.910770145
2016.7395377888822,5396921.572975849
2013.9412866958153,5309085.752015593
2007.9450343535293,5344326.137212064
2012.3422860712058,5297823.912010472
2013.741411617739,5397294.129621576
2016.539662710806,5343675.175862562
2023.1355402873205,5349781.3689075615
2014.5409119300439,5362623.563599444
2013.541536539663,5329668.570674844
2016.539662710806,5358908.224804017
2011.1430356027483,5428671.537501261
2006.9456589631482,5402357.01784516
2012.5421611492818,5350376.938657731
2013.1417863835104,5368261.793787219
2010.1436602123674,5370139.992955704
2021.9362898188633,5336404.984740242
2021.536539662711,5405122.493820087
2014.1411617738916,5393177.688779399
2017.5390381011869,5333507.545138876
2005.1467832604624,5329873.1303130025
2006.5459088069958,5306043.908386143
2016.7395377888822,5278915.429075694
2015.740162398501,5337311.934057008
2014.1411617738916,5372500.694422879
2014.9406620861962,5395748.569310577
2012.1424109931295,5351277.9328791695
2020.1374141161775,5353618.449870713
2012.9419113054344,5354033.836474679
2012.1424109931295,5376822.993209818
2009.3441599000626,5340403.740847987
2022.535915053092,5346213.15988268
2018.738288569644,5315443.301966301
2009.1442848219865,5311425.261406607
2004.3472829481575,5282544.807689411
2008.9444097439102,5387647.558717833
2010.1436602123674,5319166.803706423
2012.3422860712058,5350265.908703286
2012.3422860712058,5302252.743760074
2018.538413491568,5325466.112038178
2011.1430356027483,5369192.205582307
2017.1392879450345,5307967.071592681
2009.1442848219865,5320252.208150792
2019.7376639600252,5354880.716774338
2007.1455340412244,5316690.185313826
2013.741411617739,5325145.248159063
2015.3404122423487,5307336.524895373
2013.541536539663,5340376.453188439
2009.5440349781388,5304084.4044069825
2017.5390381011869,5346307.472471638
2003.9475327920052,5372226.820814817
2014.9406620861962,5317041.338128496
2017.3391630231108,5370209.334400848
1998.1511555277953,5344775.574882351
2010.9431605246723,5325892.691828836
2009.9437851342911,5299587.767453996
2009.1442848219865,5349614.636057235
2015.5402873204248,5326434.785437033
2017.9387882573394,5340386.3387429
2008.744534665834,5369666.294420096
2012.9419113054344,5395445.319843758
2010.5434103685197,5354141.663777523
2012.3422860712058,5286089.914590159
2019.9375390381012,5333696.729722962
2017.7389131792631,5354251.196217091
2003.1480324797003,5378496.689241893
2008.9444097439102,5355834.035256474
2016.7395377888822,5299199.886264785
2014.3410368519676,5336396.602483658
2010.3435352904437,5351209.980275676
2007.5452841973768,5314925.726650267
1998.1511555277953,5314352.210228698
2008.1449094316054,5342875.90516412
2011.3429106808246,5370406.672711282
2011.9425359150532,5309554.801097853
2013.541536539663,5341568.042814679
2008.3447845096816,5364468.880970218
2009.5440349781388,5341531.535257118
2009.5440349781388,5312609.354666294
2027.1330418488446,5340744.973319106
2011.742660836977,5327937.866008789
2011.9425359150532,5323476.592946714
2009.1442848219865,5359412.43633814
2014.1411617738916,5351488.907761106
2015.1405371642725,5350311.595728749
2011.3429106808246,5358391.670928722
2017.5390381011869,5364365.62930669
2006.5459088069958,5328245.829544669
2018.1386633354155,5299490.642571873
2011.742660836977,5339459.898516953
2022.9356652092445,5358762.191858665
2012.1424109931295,5360238.895087504
2012.9419113054344,5366043.544723711
2010.3435352904437,5352303.494473048
2001.948782011243,5340878.980687799
2011.542785758901,5321177.064234198
2006.745783885072,5353983.114699278
2012.1424109931295,5384169.107651536
2014.3410368519676,5299215.177708215
2019.9375390381012,5315673.621819131
2012.5421611492818,5321277.247800413
2021.536539662711,5320527.139303722
2003.1480324797003,5317762.9805363
2010.9431605246723,5338227.075640366
2009.9437851342911,5351660.935855404
2004.3472829481575,5333071.357703302
2007.745159275453,5387394.348829029
2013.3416614615867,5317933.619119452
2006.1461586508433,5362920.919062494
2013.741411617739,5305586.521441709
2018.1386633354155,5327788.218105014
2012.3422860712058,5350764.501310402
2017.7389131792631,5350781.458862499
2004.1474078700815,5328193.972022043
2012.5421611492818,5350394.593506807
2007.9450343535293,5259507.445739502
2022.3360399750159,5380775.068248681
2017.3391630231108,5340903.894623761
2007.1455340412244,5369448.916029823
2012.5421611492818,5341619.808490823
2006.745783885072,5328630.072571387
2013.3416614615867,5345449.1220466
2022.1361648969396,5361547.497759184
2013.1417863835104,5363825.792595304
2013.1417863835104,5356193.731765306
2004.1474078700815,5338561.136998691
2008.9444097439102,5369515.357881022
2021.9362898188633,5332529.8846803615
2015.9400374765773,5328083.227364971
2013.541536539663,5352571.027956028
2019.9375390381012,5283300.416996002
2016.539662710806,5355103.100027074
2018.738288569644,5360993.092437733
2014.1411617738916,5406719.966078415
2021.1367895065587,5382020.811222702
2016.539662710806,5319868.364889612
2001.1492816989382,5337132.230536454
2022.3360399750159,5398140.811889402
2011.542785758901,5400943.9264498195
2008.744534665834,5396781.620796601
2010.5434103685197,5364927.526847065
2009.9437851342911,5370956.076056632
2013.741411617739,5368959.73372601
2010.5434103685197,5360599.966846471
2016.7395377888822,5260978.485392879
2012.1424109931295,5349136.7519090455
2007.3454091193005,5370270.8462937875
2012.9419113054344,5286094.917909752
2015.5402873204248,5353461.835962535
2012.9419113054344,5291752.617488296
2016.3397876327297,5299212.681856313
2014.1411617738916,5347229.016365289
2012.1424109931295,5322737.117321056
2016.9394128669583,5356003.320578497
2011.1430356027483,5384422.740490068
2008.1449094316054,5352664.994761731
2015.5402873204248,5345587.89519322
2013.9412866958153,5380013.77188044
2010.1436602123674,5348816.97536654
2005.5465334166147,5350148.716446563
2009.5440349781388,5404822.034548241
2008.544659587758,5344272.635619566
2004.74703310431,5384198.06599921
2019.3379138038727,5351185.301973116
2015.9400374765773,5375598.216630587
2013.9412866958153,5361059.534871275
2013.541536539663,5340031.318352647
2015.740162398501,5365222.433942355
2006.3460337289196,5301218.990739787
2007.9450343535293,5350310.204859115
2009.743910056215,5357523.4153160285
2009.3441599000626,5385853.556169042
2009.5440349781388,5358770.118241859
2013.541536539663,5333502.197000866
2013.9412866958153,5352309.711385823
2013.1417863835104,5364888.44963449
2012.9419113054344,5331469.174011233
2005.746408494691,5378598.19836542
2011.3429106808246,5345770.746768924
2020.1374141161775,5361470.689355044
2011.542785758901,5365430.906433753
2013.3416614615867,5359458.640881588
2016.3397876327297,5309327.665037389
2019.537788881949,5336005.206006685
2015.740162398501,5400252.380183236
2015.1405371642725,5351074.820026831
2009.1442848219865,5352102.060539093
2015.5402873204248,5345380.359872377
2022.1361648969396,5367500.898818042
2005.5465334166147,5314793.970816011
2013.741411617739,5328572.580247034
2017.9387882573394,5345359.184741733
2010.743285446596,5340296.772440304
2014.7407870081202,5292486.973539045
2009.3441599000626,5350918.672824264
2014.7407870081202,5347050.578389771
2013.741411617739,5369447.936990561
2016.1399125546534,5326304.116326769
2018.3385384134917,5345760.288800996
2006.5459088069958,5390723.616377605
2015.5402873204248,5368122.262743042
2004.5471580262338,5338391.512989346
2001.5490318550908,5344530.485268549
2016.9394128669583,5349216.2476585675
2010.9431605246723,5335124.201090099
2017.3391630231108,5367803.156218139
2016.1399125546534,5362562.190708581
2010.1436602123674,5299061.117315441
2012.742036227358,5353895.369121031
2016.539662710806,5327857.901301526
2009.3441599000626,5408377.830779421
2009.743910056215,5358578.627148161
2018.538413491568,5389406.374921901
2012.3422860712058,5317263.235947767
2011.1430356027483,5425690.431501299
2008.744534665834,5356390.175313628
2017.5390381011869,5372768.892852356
2011.542785758901,5313964.097061681
2017.1392879450345,5351849.29896238
2011.542785758901,5370313.441129136
2008.544659587758,5333551.405303053
2011.9425359150532,5383392.23184009
2013.3416614615867,5327888.1182103865
2010.3435352904437,5322364.800435842
2010.1436602123674,5326600.706564715
2013.3416614615867,5401831.739140899
2017.1392879450345,5333494.743317115
2011.9425359150532,5388869.147816786
2018.538413491568,5306279.091687657
2005.1467832604624,5372312.696264563
2014.3410368519676,5322941.844956928
2010.5434103685197,5382960.604268141
2014.5409119300439,5356549.404407932
2016.3397876327297,5354036.995310178
2018.9381636477203,5382893.363798291
2011.9425359150532,5374619.057888015
2011.3429106808246,5329434.242376531
2020.9369144284824,5382210.03115166
2006.5459088069958,5339530.561349337
2011.542785758901,5344890.8894108
2004.3472829481575,5345797.385959716
2020.9369144284824,5384724.268582717
2007.745159275453,5392877.147341452
2009.743910056215,5308853.709971517
2017.3391630231108,5371679.472472679
2005.5465334166147,5359368.241982451
2013.541536539663,5315355.0441443985
2014.3410368519676,5351040.095284309
2020.9369144284824,5367469.460127418
2013.1417863835104,5307806.384965612
2016.1399125546534,5321129.35443676
2023.3354153653968,5323397.318396822
2012.1424109931295,5402937.005601182
2009.5440349781388,5294608.953774032
2012.5421611492818,5412240.967852777
2011.742660836977,5334266.303423578
2009.9437851342911,5344215.209976945
2013.541536539663,5351693.308689802
2020.1374141161775,5300716.076515483
2019.537788881949,5366794.213322915
2007.745159275453,5358732.645956205
2012.1424109931295,5390259.009326652
2007.1455340412244,5321496.4733175095
2007.9450343535293,5341671.100711166
2012.9419113054344,5374866.841522076
2012.3422860712058,5319093.230684828
2010.1436602123674,5357098.579149952
2011.542785758901,5382885.110765023
2010.9431605246723,5341047.662771347
2016.9394128669583,5338644.219831825
2010.5434103685197,5332075.137774576
2002.5484072454717,5320959.228331627
2003.747657713929,5352711.721312727
2012.1424109931295,5424704.935501798
2018.1386633354155,5359477.610518844
2017.5390381011869,5363188.2449482735
2012.9419113054344,5390060.770840166
2026.1336664584637,5335969.226436485
2014.9406620861962,5378517.764369261
2015.5402873204248,5324178.315234841
2017.3391630231108,5356629.070908456
2010.5434103685197,5310349.55252022
2011.542785758901,5396862.030471595
2010.3435352904437,5321359.237919941
2008.744534665834,5420326.873176582
2014.1411617738916,5411364.5181129305
2014.3410368519676,5358806.828282372
2016.539662710806,5353001.952737199
2013.1417863835104,5350579.531317698
2008.544659587758,5288129.9709707955
2014.5409119300439,5361047.501164761
2011.542785758901,5423574.027308211
2014.9406620861962,5335421.35929726
2020.3372891942538,5357853.374360302
2019.7376639600252,5330306.184405274
2011.3429106808246,5322385.603724543
2013.3416614615867,5415174.667659341
2010.1436602123674,5378155.349256298
2014.1411617738916,5356998.450395583
2005.3466583385386,5359475.6635091
2002.5484072454717,5355405.492263535
2015.5402873204248,5396584.697137928
2014.7407870081202,5360117.101464888
2016.1399125546534,5359327.510403002
2010.3435352904437,5372039.476772007
2014.5409119300439,5367122.681268314
2016.3397876327297,5327469.608561406
2009.743910056215,5356371.205022321
2010.1436602123674,5290285.357650831
2014.9406620861962,5340571.176477272
2008.3447845096816,5383833.048740058
2014.9406620861962,5349578.397759741
2012.9419113054344,5347483.434247035
2015.1405371642725,5299144.484361514
2005.5465334166147,5352347.519188856
2017.3391630231108,5375004.840972856
2010.3435352904437,5372462.178438942
2007.9450343535293,5313157.521989192
2010.1436602123674,5372014.04745364
2018.738288569644,5333202.030958188
2016.9394128669583,5415395.283405737
2006.5459088069958,5373146.465938881
2011.3429106808246,5363850.5604142295
2010.743285446596,5335127.818974691
2007.9450343535293,5335536.06384877
2011.9425359150532,5321375.574507704
2006.5459088069958,5343450.730730001
2009.743910056215,5337312.376859774
2015.5402873204248,5311109.601744102
2019.9375390381012,5380473.375601031
2019.537788881949,5355175.847540277
2015.740162398501,5367640.900873766
2016.7395377888822,5387533.892159398
2015.3404122423487,5333252.519270898
2019.9375390381012,5311969.408702739
2025.3341661461589,5332563.461494738
2013.1417863835104,5374376.048565384
2009.9437851342911,5332633.252328774
2008.9444097439102,5281962.253428586
2015.5402873204248,5332595.295147683
2016.3397876327297,5334832.433972646
2014.1411617738916,5407465.391649534
2012.5421611492818,5329074.152799789
2014.9406620861962,5338746.666882071
2008.9444097439102,5363523.776682948
2004.74703310431,5333080.098130809
2016.539662710806,5387770.275582487
2010.1436602123674,5304826.986908138
2009.3441599000626,5340497.404145662
2013.741411617739,5358631.292881917
2004.74703310431,5369640.451348018
2018.3385384134917,5345738.557318733
2012.5421611492818,5364838.889551655
2011.9425359150532,5350837.68328072
2008.744534665834,5350626.182398398
2017.7389131792631,5318472.676865542
2014.5409119300439,5311656.584625002
2019.7376639600252,5310888.429480784
2013.9412866958153,5408131.375779487
2011.542785758901,5368232.036064101
2011.742660836977,5329771.8915106775
2011.3429106808246,5358842.72899925
2005.746408494691,5344535.221290114
2009.1442848219865,5344235.574581622
2013.1417863835104,5309197.344273358
2011.1430356027483,5350944.96478332
2000.5496564647096,5388638.534421471
2012.5421611492818,5331169.712472843
2014.3410368519676,5367808.12367077
2016.539662710806,5367106.724553991
2014.3410368519676,5329942.581657137
2006.3460337289196,5350937.208860022
2013.541536539663,5318132.586791503
2013.3416614615867,5345591.602783694
2017.1392879450345,5336151.240442825
2017.3391630231108,5336878.384797139
2012.742036227358,5376120.984379707
2006.5459088069958,5377888.280788146
2012.742036227358,5330385.658447122
2009.5440349781388,5349962.256655569
2011.3429106808246,5274230.016681012
2018.1386633354155,5328243.211276139
2009.3441599000626,5333908.285096668
2010.9431605246723,5349464.502776443
2007.1455340412244,5351118.122293535
2016.539662710806,5315353.068046767
2010.3435352904437,5313477.278326274
2007.745159275453,5345934.253154782
2009.1442848219865,5340451.622028133
2015.5402873204248,5354874.029422431
2012.1424109931295,5381623.69509181
2013.1417863835104,5326804.271734362
2021.7364147407873,5388549.482581988
2009.1442848219865,5335092.882610499
2004.5471580262338,5392775.38687895
2011.1430356027483,5347045.815670823
2012.9419113054344,5372265.829155395
2009.5440349781388,5393394.68605688
2016.539662710806,5327051.047734483
2018.3385384134917,5289996.491980344
2015.9400374765773,5359092.6810356425
2006.9456589631482,5324758.522202097
2011.742660836977,5320456.648525062
2017.3391630231108,5338553.2835376095
2012.9419113054344,5369253.710797145
2021.3366645846347,5338679.45523143
2008.544659587758,5359934.380455968
2020.7370393504061,5326255.340161907
2008.3447845096816,5326069.072736127
2015.3404122423487,5392034.997556842
2017.7389131792631,5332375.007393737
2008.544659587758,5357083.699549654
2017.7389131792631,5307363.751494823
2008.9444097439102,5341890.257973354
2015.1405371642725,5326757.389031767
2005.9462835727672,5336928.033445147
2017.7389131792631,5352577.729003269
2011.9425359150532,5378094.33138746
2020.9369144284824,5362145.57969087
2015.3404122423487,5342443.686615459
2014.1411617738916,5318994.335080984
2015.1405371642725,5339193.050838305
2016.539662710806,5366531.034860729
2016.3397876327297,5319640.250905659
2012.3422860712058,5349023.474378326
2021.536539662711,5374608.183014126
2006.5459088069958,5326952.21577276
2017.7389131792631,5373310.049798954
2009.5440349781388,5346017.259625561
2013.1417863835104,5353078.206801997
2007.1455340412244,5332341.756066602
2009.743910056215,5337214.716802333
2018.738288569644,5368181.171889614
2013.9412866958153,5373993.25561182
2009.5440349781388,5365104.374870793
2017.7389131792631,5387686.771855559
2012.1424109931295,5327328.196798588
2011.9425359150532,5292168.7144504115
2001.7489069331668,5353479.345453912
2010.743285446596,5397844.289128546
2010.743285446596,5375409.9884613585
2014.5409119300439,5326526.101141948
2004.1474078700815,5349978.113831405
2014.9406620861962,5375681.122293879
2017.1392879450345,5338617.929550848
2013.741411617739,5347803.970781517
2012.9419113054344,5365165.599232718
2011.1430356027483,5359748.847501876
2016.1399125546534,5364720.605115812
2012.9419113054344,5344213.906400081
2009.743910056215,5304485.8157593245
2019.7376639600252,5325819.922324436
2020.9369144284824,5334489.477226726
2011.742660836977,5377863.671486915
2014.5409119300439,5387413.569197925
2012.1424109931295,5359446.249103267
2011.9425359150532,5353763.048745844
2015.1405371642725,5359501.699717104
2009.5440349781388,5389129.528938787
2012.1424109931295,5314573.359766688
2004.5471580262338,5321258.474309456
2000.3497813866336,5301530.875525582
2019.537788881949,5360591.1983573185
2018.9381636477203,5338057.5559762055
2016.1399125546534,5348581.57832756
2008.544659587758,5351983.367390607
2008.3447845096816,5404322.342736573
2011.742660836977,5349581.396924992
2014.3410368519676,5324915.661363686
2018.738288569644,5368216.986168361
2013.9412866958153,5367149.972991406
2015.9400374765773,5299908.826031019
2003.9475327920052,5372444.57250939
2009.1442848219865,5421259.238645854
2011.9425359150532,5332223.089471027
2009.9437851342911,5341601.332603115
2014.7407870081202,5326654.824968635
2003.5477826358529,5365464.804054341
2003.1480324797003,5367123.78651252
1998.3510306058715,5324175.595262337
2014.7407870081202,5338712.206480982
2016.1399125546534,5313960.037327481
2012.3422860712058,5319819.849474256
2015.740162398501,5342833.308713761
2010.9431605246723,5322267.270738084
2011.1430356027483,5288464.321933153
2013.541536539663,5338815.7229280695
2019.3379138038727,5331619.69080803
2013.741411617739,5318712.385405647
2016.1399125546534,5349690.26334729
2010.5434103685197,5352340.610408111
2010.3435352904437,5367876.22311472
2013.1417863835104,5303638.802022075
2012.9419113054344,5338759.443477558
2008.544659587758,5329709.556200544
2010.5434103685197,5335524.89011593
2016.9394128669583,5301673.254274072
2007.1455340412244,5369522.667342687
2018.1386633354155,5335846.4350407645
2012.742036227358,5419809.858518275
2007.9450343535293,5353918.819874292
2006.3460337289196,5324647.668959785
2009.1442848219865,5350328.34120873
2016.9394128669583,5338030.46618555
2010.5434103685197,5361260.392370755
2011.9425359150532,5313787.619741947
2014.1411617738916,5334152.674308636
2017.7389131792631,5365186.3856408745
2018.9381636477203,5396293.186243897
2020.1374141161775,5399638.718355516
2020.1374141161775,5325172.605030958
2006.745783885072,5373750.98225779
2018.9381636477203,5357255.093571451
2006.9456589631482,5364261.132235468
2012.1424109931295,5366002.087561363
2004.1474078700815,5369279.944021232
2018.538413491568,5375351.544726653
2013.541536539663,5356893.750471317
2009.5440349781388,5381020.2198973615
2013.3416614615867,5352259.219511391
2009.743910056215,5347527.081213589
2012.9419113054344,5332534.164307904
2013.1417863835104,5332663.694268201
2015.5402873204248,5360988.660648538
2021.1367895065587,5354376.989030871
2021.536539662711,5288348.143043476
2018.538413491568,5361076.752219563
2010.743285446596,5330937.001943124
2007.5452841973768,5274152.79792454
2010.743285446596,5326452.039794675
2009.9437851342911,5390133.869371425
2014.9406620861962,5346842.765725178
2011.742660836977,5364570.300094894
2017.3391630231108,5356038.963400237
2009.5440349781388,5277489.168392695
2014.7407870081202,5347445.056441467
2013.741411617739,5399781.188438392
2018.9381636477203,5352989.259638996
2010.743285446596,5372825.659220146
2016.1399125546534,5405809.405208052
2015.5402873204248,5339785.495967869
2011.3429106808246,5351658.581022524
2021.536539662711,5324815.3345474545
2009.3441599000626,5360766.3954580175
2019.3379138038727,5367546.564652884
2010.9431605246723,5323387.226170693
2015.1405371642725,5373444.434406081
2020.7370393504061,5360328.081501266
2015.9400374765773,5350942.04848202
2008.1449094316054,5306157.19656816
2019.9375390381012,5346294.169378183
2010.9431605246723,5350500.872977184
2010.1436602123674,5322315.714318272
2006.9456589631482,5367097.761074017
2009.9437851342911,5370336.256816936
2017.7389131792631,5365030.560205882
2007.9450343535293,5347367.510251223
2015.740162398501,5380251.59013526
2012.742036227358,5379929.764323316
2013.741411617739,5335408.065391697
2014.3410368519676,5341202.948948901
2016.1399125546534,5341410.136389699
2015.3404122423487,5390907.5396035435
2016.1399125546534,5360686.731035427
2015.3404122423487,5369645.090958621
2007.3454091193005,5357203.342981427
2016.539662710806,5313635.757053115
2017.3391630231108,5288397.6930889655
2010.1436602123674,5359442.056189986
2011.742660836977,5395420.311277694
2013.741411617739,5321982.5410435945
2010.9431605246723,5356191.319752111
2020.7370393504061,5377969.017976488
2017.7389131792631,5304460.656428046
2016.539662710806,5358283.595803742
2006.745783885072,5369301.154958804
2016.539662710806,5361215.461307217
2010.9431605246723,5359231.594140699
2007.9450343535293,5367805.2050214335
2014.3410368519676,5269891.7566349115
2006.1461586508433,5338921.944607358
2008.544659587758,5334635.552847544
2009.743910056215,5340251.903326805
2011.542785758901,5366911.781929771
2014.9406620861962,5346661.460278873
2012.742036227358,5355628.423397077
2018.3385384134917,5324922.761032078
2009.1442848219865,5325589.200367455
2016.539662710806,5357213.05891804
2022.7357901311682,5382375.806645884
2022.7357901311682,5323049.41790118
2017.5390381011869,5359119.528452126
2020.3372891942538,5329001.332323904
2018.738288569644,5332530.536774513
2014.7407870081202,5315824.934099037
2010.743285446596,5368278.974343827
2013.9412866958153,5371788.01147019
2016.3397876327297,5318451.332695125
2003.9475327920052,5315514.792506048
2004.946908182386,5354259.680844016
2011.1430356027483,5344948.047189456
2015.5402873204248,5366992.056212115
2010.1436602123674,5351976.313781254
2018.538413491568,5336667.177085167
2013.541536539663,5372038.589531749
2009.5440349781388,5345532.469162302
2006.1461586508433,5353893.502355407
2007.1455340412244,5394720.225043064
2020.1374141161775,5309357.738826244
2014.1411617738916,5367808.15411313
2019.537788881949,5273847.604588225
2013.541536539663,5403688.108636674
2015.9400374765773,5343264.52852702
2021.3366645846347,5337305.056185928
2017.1392879450345,5352787.3527875645
2012.1424109931295,5421777.6037671855
2016.1399125546534,5350382.659679117
2006.1461586508433,5341261.166101547
2011.9425359150532,5385188.678974248
2003.1480324797003,5325572.044644937
2009.1442848219865,5312490.1776220845
